_id,code_etablissement,CRE,delegation,nom_etablissement,Type,cre_ar,delagation_ar,code_auto,nom_etablissement_ar,region_ar,cycle_ar,Latitude initiale,Longitude initiale
1,10100101,Tunis 1,TUNIS EL MADINA,E.P.BAB JEDID,E.PRIMAIRE,تونس 1,تونس المدينة,100101,م.إ.  باب الجديد,منطقة بلدية,مدرسة ابتدائية,36.79216,10.173194
2,10100104,Tunis 1,TUNIS EL MADINA,E.P.RUE EL MARR,E.PRIMAIRE,تونس 1,تونس المدينة,100104,م.إ.  نهج المر,منطقة بلدية,مدرسة ابتدائية,36.473968,10.1075
3,10100107,Tunis 1,TUNIS EL MADINA,E.P.ABD AZIZ LASREM,E.PRIMAIRE,تونس 1,تونس المدينة,100107,م.إ.  عبد العزيز الأصرم,منطقة بلدية,مدرسة ابتدائية,36.796852,10.174021
4,10100110,Tunis 1,TUNIS EL MADINA,E.P.7 RUE DOCTEUR CASSAR,E.PRIMAIRE,تونس 1,تونس المدينة,100110,م.إ.  نهج الحكيم كسار,منطقة بلدية,مدرسة ابتدائية,36.80274,10.1699
5,10100115,Tunis 1,TUNIS EL MADINA,E.P.AP.SADIKI RUE SINAN PACHA,E.PRIMAIRE,تونس 1,تونس المدينة,100115,م.إ.  الصادقية نهج سنان باشا,منطقة بلدية,مدرسة ابتدائية,36.798828,10.166001
6,10100116,Tunis 1,TUNIS EL MADINA,E.P.PLACE LEADER,E.PRIMAIRE,تونس 1,تونس المدينة,100116,م.إ.  ساحة معقل الزعيم,منطقة بلدية,مدرسة ابتدائية,36.79269,10.164906
7,10100301,Tunis 1,TUNIS BAB BHAR,E.P.RUE CHARLES DE GAULLE,E.PRIMAIRE,تونس 1,تونس باب بحر,100301,م.إ.  نهج شارل ديقول,منطقة بلدية,مدرسة ابتدائية,36.7946969999999,10.178131
8,10100304,Tunis 1,TUNIS BAB BHAR,E.P.17 RUE DE RUSSIE,E.PRIMAIRE,تونس 1,تونس باب بحر,100304,م.إ.  نهج روسيا عدد17,منطقة بلدية,مدرسة ابتدائية,36.7945509999999,10.17733961
9,10100307,Tunis 1,TUNIS BAB BHAR,E.P.16 RUE EL IDRISSI,E.PRIMAIRE,تونس 1,تونس باب بحر,100307,م.إ.  نهج الإدريسي,منطقة بلدية,مدرسة ابتدائية,36.482663,10.103779
10,10100309,Tunis 1,TUNIS BAB BHAR,E.P.12.RUE ALI JELILI,E.PRIMAIRE,تونس 1,تونس باب بحر,100309,م.إ.  12 نهج علي الجليلي,منطقة بلدية,مدرسة ابتدائية,36.807989,10.179
11,10100312,Tunis 1,TUNIS BAB BHAR,E.P.18 RUE DE L'INDE,E.PRIMAIRE,تونس 1,تونس باب بحر,100312,م.إ.  18 نهج الهند,منطقة بلدية,مدرسة ابتدائية,36.811464,10.1823599999999
12,10100314,Tunis 1,TUNIS BAB BHAR,E.P.29 RUE DE MARSEILLE,E.PRIMAIRE,تونس 1,تونس باب بحر,100314,م.إ.  29 نهج مرسيليا,منطقة بلدية,مدرسة ابتدائية,36.803462,10.181684
13,10100315,Tunis 1,TUNIS BAB BHAR,E.P.80 RUE ABD RAZAK CHRAIBI,E.PRIMAIRE,تونس 1,تونس باب بحر,100315,م.إ.  80 نهج عبد الرزاق الشرايبي,منطقة بلدية,مدرسة ابتدائية,36.7953357299999,10.18627077
14,10100318,Tunis 1,TUNIS BAB BHAR,E.P.16 RUE DE RUSSIE,E.PRIMAIRE,تونس 1,تونس باب بحر,100318,م.إ.  16 نهج روسيا,منطقة بلدية,مدرسة ابتدائية,36.7952488299999,10.17729156
15,10100402,Tunis 1,EL KHADRA,E.P.CITE OLYM.MONGI SLIM,E.PRIMAIRE,تونس 1,الخضراء,100402,م.إ.  الحي الاولمبي المنجي سليم,منطقة بلدية,مدرسة ابتدائية,36.838059,10.196148
16,10100403,Tunis 1,EL KHADRA,E.P.2/3/34 CITE KHADRA 6,E.PRIMAIRE,تونس 1,الخضراء,100403,م.إ. 34/3/2 حي الخضراء 6,منطقة بلدية,مدرسة ابتدائية,36.828679,10.196489
17,10100404,Tunis 1,EL KHADRA,E.P.MAHMOUD BEN CHABAAN14-1,E.PRIMAIRE,تونس 1,الخضراء,100404,م.إ.  محمود بن شبعان 14-1,منطقة بلدية,مدرسة ابتدائية,36.8334479999999,10.1948729999999
18,10100406,Tunis 1,EL KHADRA,E.P.RUE CLAUDE BERNARD,E.PRIMAIRE,تونس 1,الخضراء,100406,م.إ.  نهج كلود برنار,منطقة بلدية,مدرسة ابتدائية,36.8231589999999,10.181818
19,10100407,Tunis 1,EL KHADRA,E.P. BERGES DU LAC,E.PRIMAIRE,تونس 1,الخضراء,100407,م.إ.  ضفاف البحيرة,منطقة بلدية,مدرسة ابتدائية,36.8363879999999,10.246522
20,10100408,Tunis 1,EL KHADRA,E.P.el LAC 2,E.PRIMAIRE,تونس 1,الخضراء,100408,م.إ. البحيرة 2,منطقة بلدية,مدرسة ابتدائية,36.83250898735564,10.23216429719375
21,10100501,Tunis 1,BAB SOUIKA,E.P.55 RUE BAB SOUIKA,E.PRIMAIRE,تونس 1,باب سويقة,100501,م.إ.  55 نهج باب سويقة,منطقة بلدية,مدرسة ابتدائية,36.80547818,10.1703245399999
22,10100502,Tunis 1,BAB SOUIKA,E.P.SIDI ALOUI/EL HALFAOUINE,E.PRIMAIRE,تونس 1,باب سويقة,100502,م.إ. ساحة سيدي العلوي,منطقة بلدية,مدرسة ابتدائية,36.8077884499999,10.16497578
23,10100504,Tunis 1,BAB SOUIKA,E.P.RUE DES ARCS,E.PRIMAIRE,تونس 1,باب سويقة,100504,م.إ.  نهج الأقواس,منطقة بلدية,مدرسة ابتدائية,36.806136,10.163182
24,10100509,Tunis 1,BAB SOUIKA,E.P.3 HASSEN BELKHODJA,E.PRIMAIRE,تونس 1,باب سويقة,100509,م.إ. حسان بلخوجة,منطقة بلدية,مدرسة ابتدائية,36.8114100199999,10.1730470099999
25,10100601,Tunis 1,KABBARIA,E.P.KABARIA  1,E.PRIMAIRE,تونس 1,الكبارية,100601,م.إ.  الكبارية 1,منطقة بلدية,مدرسة ابتدائية,36.747045,10.189883
26,10100602,Tunis 1,KABBARIA,E.P.KABARIA  3,E.PRIMAIRE,تونس 1,الكبارية,100602,م.إ.  الكبارية 3,منطقة بلدية,مدرسة ابتدائية,36.7626229999999,10.191848
27,10100603,Tunis 1,KABBARIA,E.P.KABARIA  4,E.PRIMAIRE,تونس 1,الكبارية,100603,م.إ. الكبارية 4,منطقة بلدية,مدرسة ابتدائية,36.7636079999999,10.19356
28,10100604,Tunis 1,KABBARIA,E.P.KABARIA  5,E.PRIMAIRE,تونس 1,الكبارية,100604,م.إ.  الكبارية 5,منطقة بلدية,مدرسة ابتدائية,36.760277,10.184504
29,10100606,Tunis 1,KABBARIA,E.P.OUARDIA  2,E.PRIMAIRE,تونس 1,الكبارية,100606,م.إ.  الوردية 2,منطقة بلدية,مدرسة ابتدائية,36.7565469999999,10.196735
30,10100607,Tunis 1,KABBARIA,E.P.OUARDIA  6,E.PRIMAIRE,تونس 1,الكبارية,100607,م.إ.  الوردية 6,منطقة بلدية,مدرسة ابتدائية,36.7532459999999,10.19848
31,10100608,Tunis 1,KABBARIA,E.P.MOUROUG 2 C.MUNICIPALITE,E.PRIMAIRE,تونس 1,الكبارية,100608,م.إ.  المروج 2 الحي البلدي,منطقة بلدية,مدرسة ابتدائية,36.7596879999999,10.190135
32,10100609,Tunis 1,KABBARIA,E.P.IBN SINA 1,E.PRIMAIRE,تونس 1,الكبارية,100609,م.إ.  ابن سينا 1,منطقة بلدية,مدرسة ابتدائية,36.754021,10.193599
33,10100610,Tunis 1,KABBARIA,E.P.CITE ENNOUR 1,E.PRIMAIRE,تونس 1,الكبارية,100610,م.إ.  حي النور 1,منطقة بلدية,مدرسة ابتدائية,36.7483629999999,10.203457
34,10100611,Tunis 1,KABBARIA,E.P.IBN SINA 2,E.PRIMAIRE,تونس 1,الكبارية,100611,م.إ.  ابن سينا 2,منطقة بلدية,مدرسة ابتدائية,36.7547629999999,10.1891149999999
35,10100612,Tunis 1,KABBARIA,E.P.MOUROUJE 2/Ibnkhaldoun,E.PRIMAIRE,تونس 1,الكبارية,100612,م.إ.  المروج 2-ابن خلدون,منطقة بلدية,مدرسة ابتدائية,36.74054,10.1986539999999
36,10100613,Tunis 1,KABBARIA,E.P.CITE ENNOUR 2,E.PRIMAIRE,تونس 1,الكبارية,100613,م.إ.  حي النور 2,منطقة بلدية,مدرسة ابتدائية,36.751854,10.201324
37,10100614,Tunis 1,KABBARIA,E.P.IBN SINA 6-1 EL IMTIEZ,E.PRIMAIRE,تونس 1,الكبارية,100614,م.إ.  الامتياز ( ابن سينا 6-1 ),منطقة بلدية,مدرسة ابتدائية,36.747548,10.1789799999999
38,10100615,Tunis 1,KABBARIA,E.P.MED ElMESADI(IBN SINA 6-2),E.PRIMAIRE,تونس 1,الكبارية,100615,م.إ.  محمود المسعدي( ابن سينا 6-2 ),منطقة بلدية,مدرسة ابتدائية,36.751285,10.176754
39,10100616,Tunis 1,KABBARIA,E.P.MOUROUJE 2 EL GHAZALI,E.PRIMAIRE,تونس 1,الكبارية,100616,م.إ.  المروج 2 الغزالي,منطقة بلدية,مدرسة ابتدائية,36.742724,10.204043
40,10100617,Tunis 1,KABBARIA,E.P.El MANARA (IBN SINA 6/3),E.PRIMAIRE,تونس 1,الكبارية,100617,م.إ.  المنارة ( ابن سينا 6-3 ),منطقة بلدية,مدرسة ابتدائية,36.7517009999999,10.1796779999999
41,10100618,Tunis 1,KABBARIA,E.P.EN'NAJMA EZZAHRA KABBARIA,E.PRIMAIRE,تونس 1,الكبارية,100618,م.إ.  النجمة الزهراء الكبارية,منطقة بلدية,مدرسة ابتدائية,36.745089,10.18177
42,10100619,Tunis 1,KABBARIA,E.P.EL HANA EL MOUROUJ 2,E.PRIMAIRE,تونس 1,الكبارية,100619,م.إ. الهناء المروج2,منطقة بلدية,مدرسة ابتدائية,36.7417919999999,10.19302
43,10100702,Tunis 1,TUNIS SIDI EL BECHIR,E.P.RUE ALI DOUAGI MONFLERI,E.PRIMAIRE,تونس 1,تونس سيدي البشير,100702,م.إ.  نهج علي الدوعاجي مونفلوري,منطقة بلدية,مدرسة ابتدائية,36.78437917,10.17692368
44,10100703,Tunis 1,TUNIS SIDI EL BECHIR,E.P.RUE KARABAKA MONFLERI,E.PRIMAIRE,تونس 1,تونس سيدي البشير,100703,م.إ.  نهج كرباكة مونفلوري,منطقة بلدية,مدرسة ابتدائية,36.783645,10.175293
45,10100704,Tunis 1,TUNIS SIDI EL BECHIR,E.P.RUE DU SAHEL,E.PRIMAIRE,تونس 1,تونس سيدي البشير,100704,م.إ.  نهج الساحل,منطقة بلدية,مدرسة ابتدائية,36.7827309999999,10.17423
46,10100723,Tunis 1,TUNIS SIDI EL BECHIR,E.APP.RUE DES SAVANTS,E.PRIMAIRE,تونس 1,تونس سيدي البشير,100723,م.إ.  نهج العلماء,منطقة بلدية,مدرسة ابتدائية,36.789672,10.172931
47,10100725,Tunis 1,TUNIS SIDI EL BECHIR,E.P.CITE HILAL 1,E.PRIMAIRE,تونس 1,تونس سيدي البشير,100725,م.إ.  حي هلال1,منطقة بلدية,مدرسة ابتدائية,36.782062,10.168417
48,10100728,Tunis 1,TUNIS SIDI EL BECHIR,E.P.CITE HILAL 2,E.PRIMAIRE,تونس 1,تونس سيدي البشير,100728,م.إ.  حي هلال 2,منطقة بلدية,مدرسة ابتدائية,36.778387,10.169824
49,10100801,Tunis 1,EL OUERDIA,E.P.RUE KHARROUBA,E.PRIMAIRE,تونس 1,الوردية,100801,م.إ.  نهج الخروبة,منطقة بلدية,مدرسة ابتدائية,36.776845,10.1915
50,10100804,Tunis 1,EL OUERDIA,E.P.RUE DE LA SOMME,E.PRIMAIRE,تونس 1,الوردية,100804,م.إ.  نهج لاصوم,منطقة بلدية,مدرسة ابتدائية,36.778803,10.188725
51,10100812,Tunis 1,EL OUERDIA,E.P.EL OUARDIA 1,E.PRIMAIRE,تونس 1,الوردية,100812,م.إ.  الوردية 1,منطقة بلدية,مدرسة ابتدائية,36.76803,10.18611
52,10100815,Tunis 1,EL OUERDIA,E.P.RUE SALAH MALKI-EL WAFA,E.PRIMAIRE,تونس 1,الوردية,100815,م.إ.  الوفاء نهج صالح المالقي,منطقة بلدية,مدرسة ابتدائية,36.7696109999999,10.179261
53,10100816,Tunis 1,EL OUERDIA,E.P.CITE IZDIHAR,E.PRIMAIRE,تونس 1,الوردية,100816,م.إ.  حي الازدهار الوردية,منطقة بلدية,مدرسة ابتدائية,36.770372,10.182757
54,10100817,Tunis 1,EL OUERDIA,E.P.2 MARS  LA CANIA,E.PRIMAIRE,تونس 1,الوردية,100817,م.إ.  2 مارس لاكانيا,منطقة بلدية,مدرسة ابتدائية,36.772516,10.181368
55,10100818,Tunis 1,EL OUERDIA,E.P.CITE MED ALI,E.PRIMAIRE,تونس 1,الوردية,100818,م.إ.  حي محمد علي الوردية,منطقة بلدية,مدرسة ابتدائية,36.7677169999999,10.185852
56,10101301,Tunis 1,LA GOULETTE,E.P.9 RUE 2 MARS 34,E.PRIMAIRE,تونس 1,حلق الوادي,101301,م.إ.  9 نهج 2 مارس حلق الواد,منطقة بلدية,مدرسة ابتدائية,36.817708,10.303804
57,10101304,Tunis 1,LA GOULETTE,E.P.RUE KHEIREDDINE,E.PRIMAIRE,تونس 1,حلق الوادي,101304,م.إ. خير الدين الكرم,منطقة بلدية,مدرسة ابتدائية,36.827204,10.311495
58,10101305,Tunis 1,LA GOULETTE,E.P.AOUINA RTE SOUKRA,E.PRIMAIRE,تونس 1,حلق الوادي,101305,م.إ. العوينة طريق سكرة,منطقة بلدية,مدرسة ابتدائية,36.851601,10.258233
59,10101307,Tunis 1,LA GOULETTE,E.P.AOUINA CITE MHIRI,E.PRIMAIRE,تونس 1,حلق الوادي,101307,م.إ. العوينة حي المهيري,منطقة بلدية,مدرسة ابتدائية,36.8507329999999,10.264224
60,10101309,Tunis 1,LA GOULETTE,E.P.CITE DES IMMEUBLES,E.PRIMAIRE,تونس 1,حلق الوادي,101309,م.إ. حي العمارات العوينة,منطقة بلدية,مدرسة ابتدائية,36.85235,10.259549
61,10101310,Tunis 1,LA GOULETTE,E.P. jardin ELAOUINA,E.PRIMAIRE,تونس 1,حلق الوادي,101310,م.إ.حدائق العوينة,منطقة بلدية,مدرسة ابتدائية,36.495622,10.135592
62,10101401,Tunis 1,JEBEL JLOUD,E.P.RUE HAMMAM-LIF,E.PRIMAIRE,تونس 1,جبل الجلود,101401,م.إ.  نهج حمام الأنف,منطقة بلدية,مدرسة ابتدائية,36.7646889999999,10.20398
63,10101402,Tunis 1,JEBEL JLOUD,E.P.ROUTE LACAGNA,E.PRIMAIRE,تونس 1,جبل الجلود,101402,م.إ.  طريق لاكانيا ,منطقة بلدية,مدرسة ابتدائية,36.7669939999999,10.195197
64,10101403,Tunis 1,JEBEL JLOUD,E.P.RUE PHILIPE VILLE,E.PRIMAIRE,تونس 1,جبل الجلود,101403,م.إ.  نهج فليب فيل ,منطقة بلدية,مدرسة ابتدائية,36.7701149999999,10.197978
65,10101405,Tunis 1,JEBEL JLOUD,E.P.SIDI FATHALLAH 1,E.PRIMAIRE,تونس 1,جبل الجلود,101405,م.إ.  سيدي فتح الله 1,منطقة بلدية,مدرسة ابتدائية,36.7647059999999,10.204458
66,10101408,Tunis 1,JEBEL JLOUD,E.P.SIDI FATHALLAH 2,E.PRIMAIRE,تونس 1,جبل الجلود,101408,م.إ.  سيدي فتح الله 2 ,منطقة بلدية,مدرسة ابتدائية,36.765087,10.204453
67,10101409,Tunis 1,JEBEL JLOUD,E.P.CITE THAMEUR,E.PRIMAIRE,تونس 1,جبل الجلود,101409,م.إ.  حي ثامر ,منطقة بلدية,مدرسة ابتدائية,36.7596909999999,10.21179
68,10101608,Tunis 1,EL MARSA,E.P.RUE DES ROSES,E.PRIMAIRE,تونس 1,المرسى,101608,م.إ.  نهج الورد ,منطقة بلدية,مدرسة ابتدائية,36.886307,10.325267
69,10101609,Tunis 1,EL MARSA,E.P.AVENUE BOURGUIBA,E.PRIMAIRE,تونس 1,المرسى,101609,م.إ.  شارع بورقيبة ,منطقة بلدية,مدرسة ابتدائية,36.8817939999999,10.326371
70,10101610,Tunis 1,EL MARSA,E.P.CITE RIADH EL MARSA,E.PRIMAIRE,تونس 1,المرسى,101610,م.إ.  حي الرياض,منطقة بلدية,مدرسة ابتدائية,36.8843699999999,10.312411
71,10101611,Tunis 1,EL MARSA,E.P.AV. T. M'HIRI,E.PRIMAIRE,تونس 1,المرسى,101611,م.إ.  المرسى شارع الطيب المهيري,منطقة بلدية,مدرسة ابتدائية,36.8807019999999,10.327344
72,10101612,Tunis 1,EL MARSA,E.P.GAMMARTH Village,E.PRIMAIRE,تونس 1,المرسى,101612,م.إ. قمرت,منطقة بلدية,مدرسة ابتدائية,36.905363,10.300057
73,10101613,Tunis 1,EL MARSA,E.P.SIDI DAOUD,E.PRIMAIRE,تونس 1,المرسى,101613,م.إ.  سيدي داود,منطقة بلدية,مدرسة ابتدائية,36.864863,10.302975
74,10101615,Tunis 1,EL MARSA,E.P Farhat Hached,E.PRIMAIRE,تونس 1,المرسى,101615,م.إ.  فرحات حشاد,منطقة بلدية,مدرسة ابتدائية,36.89012,10.309257
75,10101616,Tunis 1,EL MARSA,E.P.BAHER LAZREG,E.PRIMAIRE,تونس 1,المرسى,101616,م.إ.  البحر الأزرق ,منطقة بلدية,مدرسة ابتدائية,36.8753919999999,10.290996
76,10101617,Tunis 1,EL MARSA,E.P.RUE MOHAMED ALI,E.PRIMAIRE,تونس 1,المرسى,101617,م.إ.  نهج محمد علي,منطقة بلدية,مدرسة ابتدائية,36.878011,10.3115349999999
77,10101618,Tunis 1,EL MARSA,E.P.CITE NOUVELLE,E.PRIMAIRE,تونس 1,المرسى,101618,م.إ.  الحي الجديد ,منطقة بلدية,مدرسة ابتدائية,36.8866629999999,10.304983
78,10101619,Tunis 1,EL MARSA,E.P. HARROUCHE EL MARSA,E.PRIMAIRE,تونس 1,المرسى,101619,م.إ.  حروش ,منطقة بلدية,مدرسة ابتدائية,36.90905,10.2909089999999
79,10101620,Tunis 1,EL MARSA,E.P.CITE EL KHALIL,E.PRIMAIRE,تونس 1,المرسى,101620,م.إ.  حي الخليل,منطقة بلدية,مدرسة ابتدائية,36.532401,10.181115
80,10101901,Tunis 1,CARTHAGE,E.P.RUE PLUTARQUE SALAMBO,E.PRIMAIRE,تونس 1,قرطاج,101901,م.إ.  صلامبو نهج بلوتارك,منطقة بلدية,مدرسة ابتدائية,36.843176,10.32298636
81,10101902,Tunis 1,CARTHAGE,E.P.32 C.IB.NAF.CARTHAGE BYRSA,E.PRIMAIRE,تونس 1,قرطاج,101902,م.إ.  32 حي عقبة ابن نافع قرطاج بيرصة,منطقة بلدية,مدرسة ابتدائية,36.848599,10.32120492
82,10101903,Tunis 1,CARTHAGE,E.P.2 RUE TANIT CARTHAGE,E.PRIMAIRE,تونس 1,قرطاج,101903,م.إ.  2 نهج تانيت ,منطقة بلدية,مدرسة ابتدائية,36.8540629999999,10.3288648999999
83,10101904,Tunis 1,CARTHAGE,E.P.RUE IBN KHALDOUN AMILKAR,E.PRIMAIRE,تونس 1,قرطاج,101904,م.إ.  نهج ابن خلدون أميلكار,منطقة بلدية,مدرسة ابتدائية,36.8689979999999,10.33714778
84,10101905,Tunis 1,CARTHAGE,E.P.6 RUE 2 MARS SIDI BOUSAID,E.PRIMAIRE,تونس 1,قرطاج,101905,م.إ.  6 نهج 2 مارس سيدي بوسعيد,منطقة بلدية,مدرسة ابتدائية,36.870652,10.34497876
85,10101906,Tunis 1,CARTHAGE,E.P CARTHAGE YASSMINA RUE TAREK IBN ZIED,E.PRIMAIRE,تونس 1,قرطاج,101906,م.إ.   قرطاج الياسمينة نهج طارق ابن,منطقة بلدية,مدرسة ابتدائية,36.8479015899999,10.31052333
86,10101907,Tunis 1,CARTHAGE,E.P.CITE MOHAMED ALI,E.PRIMAIRE,تونس 1,قرطاج,101907,م.إ.  حي محمد علي,منطقة بلدية,مدرسة ابتدائية,36.85432161,10.3102295
87,10109901,Tunis 1,CARTHAGE,E.P.TUNISIE INTERNATIONAL,E.PRIMAIRE,تونس 1,قرطاج,109901,م.إ. المدرسة الدوليـة تونس,منطقة بلدية,مدرسة ابتدائية,36.84897 ,10.30161 
88,10102201,Tunis 1,EL KREM,E.P.RUE DE LIBYE SALAMBO,E.PRIMAIRE,تونس 1,الكرم,102201,م.إ.  نهج ليبيا صلامبو,منطقة بلدية,مدرسة ابتدائية,36.843364,10.31511
89,10102202,Tunis 1,EL KREM,E.P.RUE BOUCHOUCHA,E.PRIMAIRE,تونس 1,الكرم,102202,م.إ. نهج بوشوشة ,منطقة بلدية,مدرسة ابتدائية,36.831541,10.317284
90,10102203,Tunis 1,EL KREM,E.P.AVENUE BOURGUIBA,E.PRIMAIRE,تونس 1,الكرم,102203,م.إ. شارع بورقيبة ,منطقة بلدية,مدرسة ابتدائية,36.832481,10.315827
91,10102204,Tunis 1,EL KREM,E.P.CHERIFA MESSADI,E.PRIMAIRE,تونس 1,الكرم,102204,م.إ.  شريفة المسعدي,منطقة بلدية,مدرسة ابتدائية,36.855839,10.281636
92,10102205,Tunis 1,EL KREM,E.P.SIDI AMOR,E.PRIMAIRE,تونس 1,الكرم,102205,م.إ.  سيدي عمر الكرم الغربي,منطقة بلدية,مدرسة ابتدائية,36.8440659999999,10.305681
93,10102206,Tunis 1,EL KREM,E.P.M.SLIM AIN ZAGHOUAN S.CH.,E.PRIMAIRE,تونس 1,الكرم,102206,م.إ. المنجي سليم عين زغوان,منطقة بلدية,مدرسة ابتدائية,36.8779469999999,10.267505
94,10102207,Tunis 1,EL KREM,E.P.2 R.FARHAT HACHED,E.PRIMAIRE,تونس 1,الكرم,102207,م.إ. 2 نهج فرحات حشاد صلامبو,منطقة بلدية,مدرسة ابتدائية,36.839035,10.308839
95,10102208,Tunis 1,EL KREM,E.P.1 RUE 5 DECEMBRE,E.PRIMAIRE,تونس 1,الكرم,102208,م.إ. 1 نهج 5 ديسمبر صلامبو,منطقة بلدية,مدرسة ابتدائية,36.838976,10.307466
96,10110905,Tunis 2,EL MENZAH,E.P.PLACE MENDES FRANCE,E.PRIMAIRE,تونس 2,المنزه,110905,م.إ.  ساحة منداس فرانس ميتيال فيل,منطقة بلدية,مدرسة ابتدائية,36.8326009999999,10.1720659999999
97,10110907,Tunis 2,EL MENZAH,E.P.RUE HEDI KHEFACHA,E.PRIMAIRE,تونس 2,المنزه,110907,م.إ.  الهادي خفشة ,منطقة بلدية,مدرسة ابتدائية,36.83724,10.17835
98,10110912,Tunis 2,EL MENZAH,E.P.CITE EL MANAR 2,E.PRIMAIRE,تونس 2,المنزه,110912,م.إ.  حي المنار 2,منطقة بلدية,مدرسة ابتدائية,36.83609,10.15692
99,10110914,Tunis 2,EL MENZAH,E.P.MENZEH 9,E.PRIMAIRE,تونس 2,المنزه,110914,م.إ.  المنزه التاسع,منطقة بلدية,مدرسة ابتدائية,36.84716,10.15628
100,10110915,Tunis 2,EL MENZAH,E.P.MANAR 1,E.PRIMAIRE,تونس 2,المنزه,110915,م.إ.  المنار 1,منطقة بلدية,مدرسة ابتدائية,36.83395,10.15271
101,10110916,Tunis 2,EL MENZAH,E.P.JARDIN EL MANZAH,E.PRIMAIRE,تونس 2,المنزه,110916,م.إ. حدائق المنزه,منطقة بلدية,مدرسة ابتدائية,36.844071,10.13253
102,10111002,Tunis 2,EL OMRANE,E.P.RUE DE FESS/ RAS ETTABIA,E.PRIMAIRE,تونس 2,العمران,111002,م.إ.   نهج فاس/رأس الطابية,منطقة بلدية,مدرسة ابتدائية,36.820129,10.142721
103,10111003,Tunis 2,EL OMRANE,E.P.BIR ATIG JBAL LAHMER,E.PRIMAIRE,تونس 2,العمران,111003,م.إ.  بئر عتيق جبل الأحمر,منطقة بلدية,مدرسة ابتدائية,36.819647,10.155509
104,10111004,Tunis 2,EL OMRANE,E.P.BIR KRAM JBAL LAHMER,E.PRIMAIRE,تونس 2,العمران,111004,م.إ.   بئر الكرم جبل الأحمر,منطقة بلدية,مدرسة ابتدائية,36.818221,10.158872
105,10111006,Tunis 2,EL OMRANE,E.P.EL FAOUEZ EL OMRAN,E.PRIMAIRE,تونس 2,العمران,111006,م.إ.  الفوز العمران,منطقة بلدية,مدرسة ابتدائية,36.8220049999999,10.164232
106,10111008,Tunis 2,EL OMRANE,E.P.CITE DES OLIVIERS 1,E.PRIMAIRE,تونس 2,العمران,111008,م.إ.   حي الزياتين 1,منطقة بلدية,مدرسة ابتدائية,36.819811,10.158435
107,10111009,Tunis 2,EL OMRANE,E.P.16 RUE BICHARA EL KHOURI,E.PRIMAIRE,تونس 2,العمران,111009,م.إ.  16 نهج بشار ةالخوري,منطقة بلدية,مدرسة ابتدائية,36.8145439999999,10.165967
108,10111010,Tunis 2,EL OMRANE,E.P.2 MARS 34 EL OMRANE,E.PRIMAIRE,تونس 2,العمران,111010,م.إ.  2 مارس 34 العمران,منطقة بلدية,مدرسة ابتدائية,36.820435,10.164763
109,10111020,Tunis 2,EL OMRANE,E.P.RUE POLOGNE,E.PRIMAIRE,تونس 2,العمران,111020,م.إ.  نهج بولونيا,منطقة بلدية,مدرسة ابتدائية,36.810963,10.155486
110,10111021,Tunis 2,EL OMRANE,E.P.CITE DES OLIVIERS 2,E.PRIMAIRE,تونس 2,العمران,111021,م.إ.  حي الزياتين 2,منطقة بلدية,مدرسة ابتدائية,36.8197189999999,10.158287
111,10111028,Tunis 2,EL OMRANE,E.P.CITE ERROMANA,E.PRIMAIRE,تونس 2,العمران,111028,م.إ.  حي الرمانة,منطقة بلدية,مدرسة ابتدائية,36.822771,10.144809
112,10111101,Tunis 2,BARDO,E.P.AVENUE HBIB BOURGUIBA,E.PRIMAIRE,تونس 2,باردو,111101,م.إ.  شارع الحبيب بورقيبة باردو,منطقة بلدية,مدرسة ابتدائية,36.8085969999999,10.137898
113,10111102,Tunis 2,BARDO,E.P.RUE ESSANAOUBAR BARDO,E.PRIMAIRE,تونس 2,باردو,111102,م.إ.  نهج الصنوبر باردو,منطقة بلدية,مدرسة ابتدائية,36.8079189999999,10.146844
114,10111108,Tunis 2,BARDO,E.P.RUE MEDENINE BARDO,E.PRIMAIRE,تونس 2,باردو,111108,م.إ.  نهج مدنين  باردو,منطقة بلدية,مدرسة ابتدائية,36.807712,10.1292259999999
115,10111109,Tunis 2,BARDO,E.P.RUE TAZARKA BARDO,E.PRIMAIRE,تونس 2,باردو,111109,م.إ.  نهج تازركة باردو,منطقة بلدية,مدرسة ابتدائية,36.810392,10.141242
116,10111110,Tunis 2,BARDO,E.P.R.DES ORANGERS,E.PRIMAIRE,تونس 2,باردو,111110,م.إ.  نهج البرتقال,منطقة بلدية,مدرسة ابتدائية,36.8103899999999,10.14608
117,10111112,Tunis 2,BARDO,E.P.ESSAIDIA BARDO,E.PRIMAIRE,تونس 2,باردو,111112,م.إ.  السعيدية  باردو,منطقة بلدية,مدرسة ابتدائية,36.802728,10.1266789999999
118,10111113,Tunis 2,BARDO,E.P.KSAR SAID 1,E.PRIMAIRE,تونس 2,باردو,111113,م.إ.  قصر السعيد 1,منطقة بلدية,مدرسة ابتدائية,36.8166269999999,10.121301
119,10111114,Tunis 2,BARDO,E.P.CITE RIADH BARDO,E.PRIMAIRE,تونس 2,باردو,111114,م.إ.  حي الرياض باردو,منطقة بلدية,مدرسة ابتدائية,36.8144599999999,10.1318
